2310 22744
1789 2165 82
1069 1849 53
1798 410 73
1489 131 28
1269 861 12
1764 2033 26
2207 1852 24
175 648 50
1959 1424 25
2174 1294 82
2273 1674 6
2090 683 13
1829 2188 49
206 1491 4
610 473 62
1151 1731 72
1519 762 52
2118 1582 34
2299 1811 68
1330 2081 59
1208 108 59
139 1669 55
788 1471 59
2298 1655 40
1951 817 41
1341 1858 12
1615 1931 44
3 300 42
1815 2284 68
438 1929 82
1464 1363 12
304 1607 38
209 2293 47
1938 1676 75
28 2230 49
1754 2146 28
647 307 10
1021 495 53
573 271 53
1693 2032 62
1643 938 61
363 1136 23
1157 1268 59
1156 1695 59
1111 1303 63
2297 1283 21
1192 1708 17
1264 1701 32
1984 856 14
1419 1096 28
450 671 61
363 148 20
1069 1026 49
352 1446 23
194 2089 25
2176 1821 20
909 1318 55
1239 1179 9
1310 2139 39
1350 297 53
1286 365 40
1728 668 69
1720 956 57
580 1794 66
122 217 67
2263 1310 66
61 746 39
640 1766 55
1936 1352 55
2080 1766 20
1194 925 73
645 1572 19
922 1176 80
738 878 20
708 607 74
1991 1660 75
753 852 61
215 51 77
2300 1136 61
1149 2231 20
927 169 44
265 2104 24
836 2037 13
1463 863 52
1346 1303 25
134 896 52
1846 2133 67
1127 1738 49
1496 1663 17
881 1287 2
1572 99 42
1352 2255 25
1679 166 2
467 1684 43
1506 1297 40
2234 325 27
659 2141 68
1995 223 64
1738 1763 2
1387 586 12
1041 1206 49
1768 151 1
121 1865 76
2119 931 19
186 692 5
1908 1205 2
799 1289 40
77 1282 55
1546 34 76
2217 562 12
1333 1508 64
2291 249 57
2044 1488 55
626 1456 81
1749 1162 55
1052 2071 13
529 1723 2
1716 328 71
327 1658 52
2092 1130 76
1875 899 13
1078 1959 46
898 2108 42
1394 316 9
1315 1822 48
2217 1152 61
889 920 8
845 26 81
826 2118 46
1850 482 21
851 2114 10
1828 869 80
1757 1088 72
1823 1963 9
372 1164 10
1325 2187 4
1969 1855 37
1260 1023 15
2158 562 27
1352 1641 66
1641 2268 24
2282 1569 45
96 820 36
1296 2131 54
624 2075 71
1964 1966 28
444 2179 81
1009 1612 48
806 1877 66
48 2086 6
1538 490 1
1146 1966 58
42 1001 28
1419 402 47
1317 658 8
1029 1884 1
162 540 22
302 1039 15
1372 2175 55
613 270 62
435 560 44
1322 1795 74
1346 675 69
2294 325 13
293 754 21
1595 375 17
775 190 74
1446 844 38
733 740 72
1589 2196 75
858 1241 50
700 595 1
2154 18 67
1622 1760 40
773 1520 22
714 284 3
1639 1543 10
1191 354 39
625 922 8
1445 1015 63
1348 1342 2
1568 725 67
1856 19 70
1636 2008 67
79 423 30
972 2290 19
2116 68 19
1389 200 79
2115 214 18
1511 1801 34
1554 1714 15
1141 941 74
751 385 77
367 1477 76
453 909 49
344 1991 72
769 1255 50
1414 146 5
590 237 21
85 449 39
2275 1223 4
1530 1555 26
1408 578 3
805 1695 61
1561 1830 59
1749 490 5
1013 1512 6
1175 549 39
1351 1704 44
1631 498 12
337 2223 57
661 1205 33
296 3 36
466 2079 3
1039 807 24
1988 1074 54
2294 2070 55
1557 1176 30
530 769 54
457 824 14
210 871 79
719 2058 30
1417 486 15
1085 1975 11
928 199 3
731 2304 23
650 2025 42
1337 1367 23
367 1543 27
1198 1559 14
742 2100 79
778 1499 19
1685 2195 60
807 1932 63
315 1817 63
1579 1166 58
1930 366 54
1776 1767 6
1803 1728 6
1337 326 17
467 1367 23
764 1299 66
2140 1343 33
805 1867 41
137 194 21
1416 1767 65
929 628 78
1678 1342 27
1149 1011 30
1429 1295 33
610 1153 39
722 1047 35
643 979 52
1968 1134 77
350 2080 11
454 1316 79
224 16 24
574 766 82
281 1596 62
550 341 35
1200 1865 66
1468 365 70
1281 1205 65
206 1441 49
1467 1740 34
557 2069 3
965 598 52
810 715 82
734 1057 72
123 2198 80
2283 1714 57
1535 1301 59
446 442 15
1457 1247 65
1878 1443 80
929 1986 33
989 1325 9
1434 2180 16
735 11 49
1493 2036 59
916 253 14
38 2097 31
57 2291 50
552 1849 12
351 1070 10
1684 928 57
1133 1943 1
568 580 47
1380 2049 75
1185 1513 25
303 1841 49
109 1388 43
95 1371 11
1382 1128 5
1 662 31
2008 1450 70
298 352 40
748 1144 71
1314 1382 32
447 347 11
10 383 74
769 403 65
1271 1038 60
833 339 26
1661 1345 36
1758 1213 31
2274 428 36
1234 1714 45
644 1709 58
1852 1177 40
454 354 5
1953 2240 79
1307 2303 49
2136 1852 20
439 1695 74
1838 681 60
250 1119 68
179 57 61
24 684 30
514 1587 31
37 520 22
17 1097 38
2214 1243 46
2003 200 16
117 754 23
1078 1510 71
53 2102 18
1566 1444 38
986 839 27
1757 446 18
2244 1913 25
671 1504 1
494 1969 9
35 1563 6
1656 1043 65
275 1867 23
1306 1814 31
1787 655 59
339 250 46
1178 1505 67
2212 2167 36
2209 2117 50
1445 940 53
1940 2126 41
289 1159 57
2094 2191 51
906 440 59
384 935 9
2224 1490 80
679 386 41
572 51 24
1715 700 63
2199 458 22
1865 418 58
148 1814 14
774 2030 39
81 1096 75
888 1419 66
1025 1092 77
1921 2063 31
1550 580 81
805 698 31
870 52 70
825 613 12
1589 123 42
816 548 44
1436 2207 34
335 481 68
5 1150 16
1143 987 15
213 1033 69
688 1882 60
160 1210 68
389 1457 60
2205 1285 21
2024 1552 66
1538 528 70
286 41 81
2206 568 70
777 470 45
1208 2086 44
781 1770 41
149 1563 4
1635 1478 73
1500 2214 36
452 1829 7
1392 1368 75
804 360 60
407 977 13
1842 2066 36
1588 1001 11
869 1592 5
1787 307 25
824 1846 34
495 114 70
492 1221 13
382 1404 22
1988 1196 57
1331 2257 5
152 73 53
1551 2218 9
1821 1537 27
2008 806 57
935 1126 23
213 2205 55
1174 1213 77
261 580 75
489 580 76
1338 2116 56
215 312 72
2292 1331 77
890 527 78
718 1099 1
964 993 65
1181 464 54
116 1058 37
975 1405 72
116 361 59
1194 612 19
1339 1546 22
1165 2195 49
2205 282 78
1158 347 35
1480 831 39
1045 851 34
1537 1595 31
1733 1757 27
1429 954 59
878 625 1
1367 288 32
129 2100 70
208 1023 10
2271 1840 65
25 1799 41
1484 1431 81
1248 1133 21
1105 182 40
1311 1698 50
1833 1658 53
1929 1750 69
375 1834 1
1495 1110 35
67 2098 43
1365 2013 51
939 941 54
1348 1189 71
178 2015 76
2285 1155 74
156 621 54
429 241 50
698 1679 16
1812 2155 60
1448 311 5
1870 1866 30
1183 1194 34
931 843 35
721 1833 48
170 164 12
1096 1269 66
2244 1726 32
1440 439 18
676 1628 14
1672 1778 37
48 968 69
1640 1500 25
273 701 60
2178 575 4
1876 651 12
269 15 30
200 1544 27
993 2194 21
1071 237 76
507 1741 69
2247 1380 13
1908 2125 27
157 280 54
1414 1618 56
1328 1112 69
356 366 26
2063 645 74
71 1915 56
1696 1665 82
941 1601 60
924 1038 50
2299 1270 27
1354 631 20
1545 1757 28
408 854 46
467 1276 17
329 1118 81
615 316 9
154 1900 9
1117 1577 40
1646 924 2
289 797 30
1564 1757 37
576 1779 74
2307 1593 77
619 1801 77
567 2043 28
738 1554 32
2110 2032 44
2116 1250 47
2235 50 7
434 2202 34
1649 503 56
575 478 28
1608 322 57
18 116 17
588 1455 43
364 1148 2
1721 1921 32
1257 410 23
2028 1893 67
218 688 4
2132 121 47
145 1138 52
2101 1976 82
205 484 1
788 1603 22
374 1310 3
1439 926 78
604 237 42
426 910 13
563 1902 54
1904 1850 8
612 2305 19
388 126 27
1169 1046 5
1969 1328 15
1511 1778 4
2221 808 18
918 1936 40
1362 392 1
1716 1918 17
1202 1760 49
28 2043 45
2008 1975 67
600 1368 63
1088 964 12
205 954 3
2061 1940 67
1573 2157 37
1839 1438 61
392 668 19
1974 414 11
1381 1504 25
2179 31 78
328 2050 78
1860 682 49
1182 1218 57
975 261 46
366 1099 75
1703 904 57
946 1334 37
1666 2112 14
1766 1282 60
423 176 38
1399 1826 23
1777 2011 71
1044 1082 67
1179 1913 29
2194 1455 66
46 83 46
2159 1516 47
461 1184 22
12 2284 6
1673 869 73
928 884 33
435 2100 1
1180 1343 56
1358 2254 28
510 1623 23
1701 2224 9
1467 516 1
95 2056 33
1653 51 61
537 78 81
1204 1050 12
1645 2159 36
1555 1908 80
656 1382 65
1564 429 69
2252 249 77
1863 1699 48
790 2013 16
434 716 48
627 478 52
100 1823 65
31 1757 9
1495 837 30
420 2267 27
252 2070 75
2308 2171 22
225 511 56
331 456 57
2188 2192 54
225 565 74
938 1129 79
1498 1632 67
340 2005 68
1415 2029 61
56 2211 30
1791 2175 47
1041 155 80
2308 1899 7
220 1960 70
2097 176 23
35 1892 13
120 917 39
694 1010 57
1945 263 37
1179 1466 40
748 402 27
1214 78 42
1273 418 69
795 1163 52
106 817 3
65 2309 80
242 138 35
136 1587 48
1576 1290 2
124 1281 80
1656 1943 25
1041 365 39
879 973 61
720 2210 25
956 1179 1
996 1629 1
2096 654 16
254 1860 41
130 1057 1
531 639 65
1979 1981 57
2161 1526 41
2239 2244 44
658 595 20
1063 1590 57
425 902 10
2290 493 4
667 1170 77
1601 1395 49
751 1336 60
750 1130 3
899 1749 12
753 725 3
698 1568 47
720 1132 59
2201 261 1
1174 1652 12
1786 608 46
1644 55 36
2227 142 68
1845 976 65
2212 1230 20
548 1290 63
169 970 53
814 1423 9
363 940 70
679 2268 54
933 921 26
1834 1290 48
373 278 70
1430 246 61
1667 1266 40
2202 762 34
118 1525 36
1498 120 31
798 1173 79
1355 1857 15
432 193 26
1062 1820 10
1860 107 44
67 1203 72
213 96 25
864 1296 31
1028 1975 35
2170 954 64
1317 530 37
602 1920 25
976 653 65
18 1954 56
775 238 49
203 1206 19
989 370 75
2212 1043 34
2200 1322 81
1189 149 21
1139 2054 30
2178 1049 69
438 1703 70
756 436 18
1332 760 77
748 1844 41
1160 2201 8
1294 1777 11
411 837 69
342 136 4
633 402 41
485 157 58
1220 2028 57
1215 1250 1
1313 1915 80
2152 711 37
2082 1697 64
2192 1718 82
1094 1561 74
1995 1988 13
2230 2058 70
1517 1938 9
1468 1473 40
995 263 70
497 630 9
57 671 20
2080 261 45
773 2019 56
2025 1767 78
2040 1347 30
858 1060 12
1683 240 30
354 1212 4
1827 2189 5
135 1838 70
1982 115 27
496 1225 36
2099 1023 69
1196 1722 79
1646 652 66
1478 447 3
336 2092 3
1794 91 1
336 1694 16
1083 1684 21
2289 1874 2
253 585 62
2067 1068 36
649 118 23
1320 1595 76
1412 2128 47
744 1884 42
1180 1144 22
213 2305 58
1632 2284 81
348 2088 7
282 46 44
1177 2138 1
1722 802 32
793 1224 25
632 1423 78
280 370 51
674 720 35
202 1139 56
1642 1470 4
1701 1298 46
513 1422 24
1721 430 57
1074 1838 74
1490 264 62
1837 1043 8
1099 552 34
873 288 75
654 1157 19
2177 2103 71
711 1617 50
2123 1114 36
217 936 42
766 2297 37
1302 1491 47
1279 1912 10
1378 1138 37
1336 566 70
822 1580 61
2129 229 9
1576 463 64
996 565 36
1433 355 70
2025 1010 26
1394 2285 49
561 254 43
503 1336 54
2026 1650 68
136 918 53
1598 504 52
1238 1990 6
1407 562 37
2215 1989 50
2232 804 76
473 656 79
2050 1508 68
1422 1764 25
2130 617 33
634 1202 52
677 862 29
1514 924 81
984 770 38
1500 1736 37
2087 290 30
1458 141 55
827 300 71
367 2304 64
2253 394 9
220 1490 17
2309 209 19
2206 1223 62
90 698 74
2291 1939 21
831 929 30
470 1151 42
267 897 56
1810 791 61
407 1057 43
707 1859 33
1484 1681 48
803 341 18
2286 692 42
1350 1834 19
2118 1405 68
575 1319 66
1871 1374 6
306 1657 27
39 51 76
345 263 58
2234 975 80
2229 183 21
806 248 49
2278 778 4
2256 1652 52
458 1926 72
433 479 68
1216 1920 79
1154 19 72
1146 1265 8
1685 995 11
1045 1401 50
721 1043 6
762 1876 80
1302 1434 51
347 178 70
1815 2195 33
584 791 23
2276 742 60
1668 2064 11
599 299 27
420 2059 71
1912 1445 79
1075 797 55
519 817 56
1452 1920 31
1131 234 25
1037 1192 29
1225 867 48
1446 1441 65
300 1407 52
1663 1237 27
1359 1265 34
317 1788 42
351 1187 62
720 599 70
1007 87 2
139 2153 38
1831 1755 61
1269 704 63
857 1392 19
2265 167 42
471 848 5
894 1884 26
436 959 2
1453 744 7
1730 2286 36
536 884 9
1063 1740 36
712 1784 28
1287 370 15
1310 88 70
1102 117 13
1155 2273 10
888 1989 33
1374 2220 31
1390 279 18
1144 1390 29
1920 1473 26
1051 635 58
1334 4 8
741 1032 24
1760 1275 82
1759 1337 49
2138 1408 54
273 445 15
1519 1897 44
1727 1010 66
2121 600 77
1674 1450 58
1044 266 15
1969 1778 32
1444 815 21
1998 759 47
1975 1267 65
1244 923 77
1646 890 7
227 666 9
1632 1333 30
1739 2090 52
43 121 51
746 605 23
574 1014 72
1195 1548 6
435 609 50
22 1136 50
1245 1033 33
738 2016 56
479 1233 57
742 958 40
806 246 4
463 2095 36
485 569 61
130 155 76
1062 1212 78
1917 1076 66
273 1499 68
2206 1339 33
1080 695 30
1675 1491 17
1078 1846 79
787 827 47
1436 1945 36
360 2120 40
180 966 16
2012 679 48
2137 1894 58
39 1808 14
2072 1678 54
790 1318 36
937 663 46
2059 551 79
1303 1981 28
1012 2175 68
1257 386 78
884 28 40
1308 237 65
874 1456 74
259 2229 61
1767 1146 3
1087 735 5
1559 503 65
1891 1116 61
585 213 19
1188 669 48
161 2305 16
1076 62 19
1075 2270 66
515 1888 38
2255 1887 3
541 926 36
2003 745 81
1889 537 36
2256 1999 54
1054 1463 72
2005 2052 38
64 2290 43
663 139 4
3 562 7
1582 1816 68
61 122 10
102 286 80
2194 805 48
1227 1199 17
2176 948 35
1452 2068 71
650 224 13
76 563 19
448 1839 17
903 331 57
1715 1125 36
1756 2122 76
232 330 1
1326 474 9
1497 1446 67
859 1717 48
209 51 58
868 1011 42
1708 1196 53
81 2048 35
695 56 30
611 383 34
1943 103 34
1318 433 11
1525 1899 82
224 1244 70
1255 1638 26
856 829 15
1138 1442 25
630 1463 76
2033 1770 50
1750 583 42
1758 1901 39
1648 1333 80
1986 732 80
2233 23 36
406 360 14
2118 743 54
1861 54 31
1891 900 7
1355 2265 9
1053 1247 21
202 569 8
234 1944 77
2005 428 50
434 1217 42
77 1682 47
801 1521 20
869 2143 47
841 812 25
1855 343 15
1735 2192 1
1753 1249 60
1756 1337 29
1189 1769 69
1303 1110 14
1828 973 29
534 744 40
1362 1266 49
388 1261 55
582 2243 11
372 708 24
665 872 29
1451 185 61
674 1566 56
1790 2205 29
1880 169 54
2061 1189 79
390 168 3
75 749 69
845 1505 45
1942 1322 66
1870 5 56
553 519 17
855 1236 16
313 779 47
1956 903 78
1642 1337 66
866 964 39
1404 292 7
2084 1438 60
1503 1328 9
1424 70 62
1827 433 33
1024 1643 29
2292 892 46
1251 629 39
756 783 15
235 1103 54
1677 343 46
1102 1052 41
1374 2262 1
1236 2295 60
1970 665 13
2036 1563 22
1396 283 3
1810 1816 52
1731 1719 58
1398 598 63
609 1347 48
662 401 56
26 971 53
355 2297 57
2244 1335 36
2038 1157 16
1736 1002 47
878 241 53
1139 119 19
668 246 50
424 242 35
1975 1245 17
1121 1847 14
1356 791 56
543 573 82
264 926 24
86 830 9
1200 2291 79
174 287 24
1975 1426 50
600 302 78
47 1649 48
982 438 67
1074 2301 2
265 677 51
767 224 80
1601 380 60
2171 1706 4
2089 1821 26
2102 2253 57
226 1767 21
1072 940 53
2006 7 11
1840 1650 76
90 1807 78
948 1251 59
965 1399 64
814 1327 44
1570 2096 32
52 1075 33
745 2101 48
1414 646 12
269 1933 70
1662 225 2
833 1195 11
1706 2231 12
1097 1640 37
238 52 48
1110 41 51
124 1011 53
953 1660 71
49 1315 48
1205 2262 14
1855 1607 70
1926 1340 10
1633 1235 61
724 2223 76
850 2266 35
1428 164 62
1906 1881 65
2121 1808 55
408 958 74
515 228 5
1105 1814 8
1145 929 7
1585 1755 21
1413 605 62
2052 1543 29
1012 2199 38
1344 1015 52
2146 2194 74
1532 685 28
1103 555 4
1646 1541 82
351 1663 38
329 421 46
1527 714 1
778 375 3
559 1912 70
1499 1756 35
1881 993 74
1278 1807 77
355 516 44
590 1654 22
423 2125 68
1792 1343 65
2265 504 9
85 396 74
1704 1400 7
245 1331 21
1976 129 40
1533 763 51
1884 1461 30
1764 2063 35
755 2079 60
670 760 40
1374 971 24
981 2254 44
1840 1754 50
931 1922 67
2083 1332 5
1115 1089 72
2124 1067 33
154 486 25
2174 494 63
481 1622 5
1574 1186 70
1829 1347 8
1964 1 17
1097 665 26
1488 1943 77
1937 1798 48
308 1408 42
1643 2290 48
1346 769 72
590 432 34
802 1720 48
277 282 50
904 2021 6
1031 460 33
179 1580 64
455 771 32
188 51 67
205 132 16
245 1974 71
872 458 79
953 1044 42
598 540 29
736 239 14
163 1686 34
1919 1760 14
1238 2083 67
40 969 18
1752 474 80
351 1502 61
673 877 64
1855 336 43
459 1640 24
2190 515 11
280 57 11
437 1400 40
1421 573 59
335 278 7
1047 2007 76
2160 463 32
1591 748 45
1041 2185 55
1496 1823 59
762 790 18
1219 432 47
1265 134 48
1119 854 23
1599 1448 54
403 1860 60
2276 816 79
850 1808 32
119 1276 44
1571 2013 67
1303 160 22
711 201 43
2196 1392 36
1026 1286 49
1208 1859 35
1890 278 77
775 2256 32
1856 1044 19
1822 1119 21
1868 1160 77
999 438 73
525 1196 71
518 466 28
1826 556 29
2204 2067 21
119 1714 5
2020 519 44
620 2268 64
1292 2047 56
1528 2117 60
1149 2271 10
1629 2010 54
1443 2132 39
828 2224 44
672 403 20
1280 1450 8
515 393 13
730 2234 29
935 1262 41
635 1180 15
2227 2047 21
54 217 25
231 917 4
178 1006 62
2033 2191 43
1860 2215 65
1968 237 66
936 1022 77
1701 90 39
2232 1691 27
1827 1767 68
1865 930 39
1344 456 51
370 527 20
2149 1519 49
1861 37 40
2110 2060 14
734 2200 21
106 2255 24
2128 2297 72
726 681 17
284 2108 6
1784 1201 64
429 2052 53
1801 2046 7
1869 737 33
286 1062 73
453 871 53
969 283 62
2174 553 36
1455 797 43
1129 266 80
808 566 21
950 1946 53
1934 792 40
1760 891 81
1469 332 11
1732 1478 20
1528 272 28
2166 1090 25
1320 146 56
943 673 48
465 838 81
92 1998 66
1320 288 47
2093 181 64
485 1644 13
1249 817 79
732 2025 64
1798 1032 5
254 1620 61
2082 2177 23
814 1858 44
1743 366 65
136 1205 76
128 1643 81
585 984 27
715 355 79
483 203 33
1546 1805 55
1698 166 22
1868 813 55
911 1248 5
127 1490 66
769 1790 55
1242 1425 24
1605 2049 39
1312 1317 20
1272 1688 2
1050 1242 57
515 521 3
336 2285 50
1911 600 8
2272 931 12
1672 341 44
2257 149 1
295 251 4
214 728 18
519 1692 6
1973 535 23
2047 984 11
1683 948 9
678 615 46
1557 125 36
200 65 72
276 1543 75
343 1981 81
1495 1981 73
916 1838 64
1569 2210 25
163 842 35
2139 1705 76
703 1181 19
1016 1005 17
972 2183 7
527 538 45
1874 559 74
1456 1241 5
1557 321 68
2223 1032 60
1904 1303 68
6 1770 19
1621 1516 63
1548 482 34
1540 123 21
774 1056 74
327 1659 41
1159 1648 20
864 845 42
1596 198 65
1361 1102 15
2199 1706 61
1229 244 72
67 1282 39
836 792 74
1028 371 79
766 1974 64
1205 666 60
1611 2085 38
1116 684 34
124 1617 61
1950 137 57
108 2115 7
822 2244 73
1210 630 9
2216 566 39
782 1274 40
1400 975 7
1002 794 45
1320 304 33
306 1556 49
1321 1022 58
1763 1703 65
844 729 68
954 1974 68
1834 1302 17
63 1749 52
1522 314 15
772 2010 68
2151 1901 5
1279 349 41
1926 1380 41
797 1192 15
293 2167 30
512 1008 28
1090 2254 28
655 670 10
1571 58 54
1368 1731 50
2002 2084 61
1875 373 6
1737 2095 14
570 2177 57
242 164 22
1234 2151 65
2109 1284 24
816 2295 27
1177 13 75
764 1078 34
1002 1632 7
95 921 31
864 107 49
895 852 69
1013 1272 17
174 1788 20
2235 1699 26
879 1796 70
8 548 18
412 1109 21
238 402 49
2213 530 73
1295 2054 42
416 2139 66
1244 2001 23
2264 2079 49
1658 1259 73
260 600 1
242 795 57
1306 1440 23
315 1244 38
190 43 58
895 521 43
1406 220 76
572 1719 40
811 2190 70
2064 1754 34
1090 1248 75
1265 1003 78
1 1344 74
1611 1216 66
436 2045 1
57 2053 48
250 1806 66
2269 1298 80
1922 1311 82
1693 596 15
1049 393 44
2246 1253 39
2208 473 49
1650 360 22
1662 1532 40
474 1189 34
1785 1142 21
1634 1542 71
1382 1147 8
1350 657 60
1967 1928 46
1314 60 38
1246 93 17
864 442 30
811 143 26
2279 268 56
274 843 45
1469 1025 16
500 2162 56
995 89 27
785 1378 37
1968 1118 81
695 927 41
1121 500 9
1193 2220 64
1733 499 61
1934 1904 22
84 476 15
986 839 15
1733 2179 63
509 1715 44
143 1488 25
1322 1313 25
1687 146 9
131 377 51
953 359 5
1687 1928 3
1053 1063 32
1108 831 45
883 1498 21
1969 715 29
763 2012 52
1114 1323 32
1371 1729 31
1788 785 61
1882 866 42
1029 1691 62
598 1697 14
2306 452 42
734 576 70
2145 1067 36
1549 1150 43
1248 1692 1
1741 363 16
1893 548 55
885 476 29
1479 57 64
2071 1256 71
1543 570 28
2111 2267 63
977 161 13
617 1997 16
303 2013 42
1380 2265 45
2137 1674 41
1099 213 75
1418 1736 64
2159 1881 67
1782 1547 61
1716 1631 14
2303 578 5
25 187 1
1868 1269 15
1749 950 80
237 475 55
112 184 43
1899 36 23
1822 6 80
409 1610 45
616 1066 63
1991 151 71
1402 1031 13
1396 1251 54
2262 704 23
406 509 46
1044 2271 33
515 1792 53
74 1537 52
218 477 81
1954 876 48
1481 129 21
1697 970 45
645 711 9
1838 367 69
2126 1761 63
168 690 60
640 308 50
754 538 14
1686 1033 66
413 430 12
724 1173 2
1125 1614 70
1111 1821 50
91 556 51
411 552 66
1683 1621 72
270 705 9
1938 2095 81
2075 1728 20
1728 1464 4
536 964 30
739 134 46
2214 849 2
699 1012 63
643 1669 64
2305 2199 3
1538 16 67
2151 1502 59
1446 1480 9
835 267 63
8 1893 32
118 1777 56
1021 231 31
519 2090 22
863 1553 70
1315 278 11
410 1645 18
1525 1516 55
2214 815 46
697 72 7
498 272 71
1265 794 33
1986 118 35
2122 312 40
59 983 72
78 1068 26
1475 1478 24
1634 2167 45
1200 1689 31
1159 1615 53
586 1841 53
2255 1567 8
1227 945 25
6 1260 77
555 384 44
1123 69 80
314 1750 62
1383 1942 51
1431 137 24
243 746 38
1529 1357 50
1347 2033 45
1739 1651 22
624 80 70
2139 2120 22
1049 1987 53
1293 974 17
444 40 58
1005 956 9
2171 334 76
233 1590 33
1666 909 71
1772 352 68
812 409 46
615 1347 18
865 1767 68
198 1585 43
2293 2191 3
673 447 40
91 138 74
999 227 63
1162 1933 43
786 814 56
960 2305 62
499 736 43
766 82 49
2130 633 49
31 2145 56
852 820 70
644 595 58
1935 1716 73
1019 598 1
1130 1329 32
2095 2038 74
640 1654 43
1712 211 53
875 2293 40
1974 1742 15
2048 951 49
232 1241 67
2043 1849 82
1122 575 70
648 57 14
1861 2274 68
531 1067 34
2294 1255 10
1991 422 55
1342 354 4
2171 1519 48
108 1314 67
1446 1034 68
953 402 45
60 411 52
535 2022 81
886 313 49
1296 1318 10
1869 687 8
375 1102 22
2075 1038 20
1067 863 66
2087 816 62
1048 631 47
729 1966 14
1475 250 32
1116 2299 47
1562 1225 47
501 1218 76
976 1205 48
1890 1670 40
1113 224 11
1695 1989 21
1255 1984 24
1843 1405 45
1049 2166 80
1019 2028 26
1524 1643 10
1067 1472 25
1474 1177 75
1676 1679 13
825 426 68
1485 55 14
1404 1355 67
1606 1491 36
1836 1726 42
2042 1183 9
323 1590 57
1796 647 43
1286 1931 71
121 1062 17
1831 888 76
1096 129 47
1050 1172 7
591 222 15
429 540 69
1538 1697 43
1167 1244 55
1558 2233 5
861 1137 56
1699 1210 52
2068 1598 81
2289 528 43
92 964 33
1877 2104 26
688 2186 40
574 878 82
1617 1803 16
2239 1177 28
2280 981 42
116 1096 15
212 1140 15
1979 243 54
1802 370 22
1447 174 15
1206 2212 67
2203 1007 51
496 1435 58
779 650 36
66 2156 61
1594 405 66
227 209 11
1133 1273 41
1832 1770 32
555 2206 29
838 648 63
197 1923 26
72 1377 30
1605 2307 72
224 1160 82
2066 1865 53
128 2009 22
1659 816 15
1114 547 8
1837 254 64
1677 1757 77
1081 1035 41
1884 283 19
579 1495 35
1179 343 33
1788 1762 48
895 408 16
724 1040 36
1508 1439 21
1697 686 60
1384 1559 82
1944 304 41
1749 1377 55
916 2115 82
997 1343 57
1319 1900 28
1166 6 7
1131 1866 5
268 1119 61
95 1744 63
668 821 28
2008 104 71
351 1356 13
1480 1616 33
91 1135 82
1584 1259 36
1627 235 62
1141 1843 27
1104 1903 76
1326 562 5
893 1118 42
1663 187 41
886 708 54
1162 1656 20
1846 914 76
446 836 11
1680 552 11
1733 947 24
1771 584 53
1340 2302 44
1639 560 79
392 717 45
214 805 73
1387 1793 29
359 1564 61
994 1293 8
243 417 55
1196 830 50
465 1690 66
684 908 51
1496 1732 3
2266 1352 53
1312 569 11
776 1709 6
892 1878 79
1767 2287 78
1772 1374 6
2256 2228 9
1694 675 17
754 55 63
2242 1252 4
962 909 33
632 1470 47
610 1179 75
1761 336 82
2158 1361 3
1758 2116 49
1575 1597 56
1777 1174 72
143 549 7
822 631 7
1442 460 71
1566 1710 57
1998 581 40
480 487 35
1376 223 9
1562 1465 47
2044 1676 43
129 1477 20
1566 1938 82
1980 1784 16
323 778 11
273 86 16
251 1199 67
761 596 45
1294 458 3
1561 1569 11
1035 41 29
252 285 49
189 1238 45
1258 1105 24
1119 929 73
1990 1936 74
2101 1 72
638 169 1
213 2034 7
1935 349 79
218 679 30
1400 1292 49
2280 246 81
1429 1494 5
636 105 17
1965 233 34
1171 1601 14
181 164 43
1375 264 12
332 1640 65
2035 1724 77
1325 986 75
1556 710 34
1664 876 9
1979 1281 51
1571 739 10
1876 2212 47
435 1886 61
1399 1631 41
1915 1624 54
2044 1585 40
1837 113 40
1262 1703 61
383 1878 59
1689 1989 7
1725 115 37
650 413 72
77 907 71
2258 1153 71
2277 1638 50
1979 2030 39
1509 1094 79
214 2191 71
2108 1837 68
2077 1159 29
266 184 65
500 2304 22
1904 1252 80
1718 731 5
130 1638 37
1373 1556 6
134 139 72
1072 940 36
1853 1635 18
1692 2073 59
2252 1072 42
1362 2090 33
892 1878 49
1380 2067 10
1142 552 71
1638 597 21
1113 1063 37
145 2017 38
1934 2127 45
196 2015 37
294 652 21
1257 989 20
1424 1285 25
615 1091 2
201 1282 66
2186 1473 44
1355 191 76
916 342 34
364 166 82
526 2077 33
165 485 51
1955 1848 27
862 347 57
1934 988 5
65 1372 22
1340 1361 52
1528 1335 80
1686 1059 38
1482 1375 53
2290 826 28
2063 532 5
510 1136 16
1716 2160 79
1626 157 76
426 2230 63
1513 2047 2
1447 1120 81
127 1432 60
1904 872 51
220 387 8
1797 695 39
1204 1643 78
864 756 32
1092 654 11
564 628 45
1444 687 66
785 1520 74
1275 8 18
676 1468 10
1907 1433 1
892 728 73
947 573 16
1033 328 71
173 1225 14
1488 62 16
1790 121 28
227 747 37
1592 1582 58
1417 795 29
462 529 43
260 2133 75
1136 2021 13
1515 422 5
1670 2238 22
959 671 16
776 182 79
165 635 60
1515 1615 26
1300 2061 26
792 1609 79
607 1299 29
1943 1734 27
496 227 17
97 2152 46
1498 507 40
237 675 2
1611 53 9
1496 1154 23
1857 891 75
867 2285 75
1856 2216 43
1997 227 49
1668 1516 72
69 1664 12
1461 1417 66
113 1891 23
1749 415 12
1183 444 9
